,nickname,text,score,like,dislike,time,watch_movie
1248,아 비 치(osh4****),다크나이트 트릴로지를 영화관에서 직접 못본게 한이된다ㅠㅠㅠ,10,1,0,2020-02-22 03:06:00,0
1249,쎄르히오아게로(chod****),스포일러가 포함된 감상평입니다. 감상평 보기,9,1,0,2020-01-10 00:21:00,0
1250,담린(book****),놀란 감독의 영화를 하나씩 보는 재미~~ 굿그의 배우들도 계속 나오고 ㅎㅎ 아들 덕에 봤는데 다들 칭찬하는 이유를  알겠음. 마지막 백병전?이 조금 그랬지만 ㅋ,10,1,0,2019-12-25 22:20:00,0
1251,음유시인(taru****),,10,1,0,2019-11-20 00:03:00,0
1252,blue****,다크나이트 관람후 찾게된 작품. 크리스찬 베일이라는 배우를 떠나 작품자체의 개연성과 스토리의 전개 등 많은 부분에서 큰 기대없이 본 작품을 끝날때 쯤엔 아쉬워하며 봤던 작품. 네이버 평점이 혹시 낮으면 어쩌나.. 하...,10,1,0,2019-11-19 12:36:00,0
1253,RUSH999U(soon****),폭풍간지 빌런이였던 베인이 라스알굴의 자식이 아니였다는건 엄청난 반전이였는데 거기서 끝. 베인이 보스에서 그냥 못생긴 찐따로 너프되면서 영화의 재미도 너프됨. 결말이 아쉽다.,10,1,0,2019-11-14 17:51:00,0
1254,Bavarde(lemo****),,10,1,0,2019-11-03 14:15:00,0
1255,꿀송(ilik****),왜 라이즈라고 했는지 알수 있어요.,9,1,0,2019-11-01 01:58:00,0
1256,fasdfasfasfasff(scok****),ㅠㅠ영웅의 죽음 이라니 ...너무 슬프다 이런 히어로작 보면서 영웅이 죽을때 운적은 처음이다 아이언맨이 죽을때는 그냥 멍~하고 가슴이 먹먹 했는데 이영화는 왜 눈물이나지 ...?,10,1,0,2019-10-31 05:01:00,0
1257,뀨쀼(ley_****),"배트맨은 너무 사랑하고 아끼는 캐릭터라서 그런지 몇번씩 봐도 안질림. 근데 배트맨이 너무 바보같을 정도로 고담시에 미안해 하고, 핵을 뒤집어쓰면서까지 희생하는지 이해가 살짝 안감 ㅜㅜ...",10,1,0,2019-10-30 18:33:00,0
1258,Schwarz(aktm****),다크나이트 3부작을 마무리하기에 손색이 없는 걸작! 희생의 숭고함은 언제나 가슴에 큰 울림을 남긴다.,10,1,0,2019-10-29 18:33:00,0
1259,짐레이너(star****),암흑의 기사 행복(with 앤)  자동운행장치,10,1,0,2019-06-28 03:06:00,0
1260,로우라이트(ichi****),너무 기대하고 봤나보다.,8,1,0,2019-05-07 17:07:00,0
1261,송승헌(dndt****),"1, 2편보단 살짝아쉽지만 괜찮은 마무리",9,1,0,2019-04-09 20:13:00,0
1262,taij****,3초이상은 같은 컷을 쓰지않는 편집법..놀란하고 일하는 스텝들이야말로 극한직업 ㅡ.ㅡ,10,1,0,2019-03-25 08:33:00,0
1263,오디터(ckdb****),왜 베인을 로리콘으로 만드셨나요....,10,1,0,2019-02-27 13:47:00,0
1264,킹날두빛날두갓날두(htmd****),"1편은 인물에 집중했고, 2편은 철학에 집중했다. 그리고 3편은 의의에 집중했다. 3편에 대해서만 이야기하기 어려울만큼 편간의연결성은 경계가 뚜렷한만큼 강하다. 가장 수작으로 평가받는 2편보다 애착이 가는건 정답이 ...",8,1,0,2019-02-21 21:19:00,0
1265,김기영(ily7****),재미있지만 잔인성만큼은 데드풀,10,1,0,2018-10-13 21:40:00,0
1266,박매력(bht6****),"회광반조, 암흑이 빛나도록",8,1,0,2018-07-26 00:58:00,0
1267,아린이(tlsr****),"때가 되서 물러날 뿐, 그의 뜻은 계속 이어진다",10,1,0,2018-07-18 11:52:00,0
1268,fktm****,최고의 영웅액션 히어로울트라캡숑,10,1,0,2018-07-18 10:42:00,0
1269,catp****,아아아앙아ㅏ앙 너무쟈밌다,10,1,0,2018-07-05 10:14:00,0
1270,우진국(capt****),연출 시나리오 연기 OST 뭐하나빠지는게 없었다..나는 왜 이걸 이제야 봤는가....,10,1,0,2018-07-05 01:16:00,0
1271,응슷응(yunt****),마블영화가 재밌긴한데 유일하게 DC 영화중 마블에서 비벼볼수도 없는영화가 다크나이트...,10,1,0,2018-07-01 20:51:00,0
1272,정성헌(happ****),이것은 영화가 아니다..,10,1,0,2018-07-01 18:10:00,0
1273,슛돌(skys****),재밌어요!! 배트맨시리즈 중 상위권,10,1,0,2018-06-30 13:30:00,0
1274,봉산이(c017****),감사합니다^^^굿 멋진 영화 입니다,10,1,0,2018-06-30 13:14:00,0
1275,zz(ehdb****),3부작의 깔끔한 마무리,10,1,0,2018-06-14 20:56:00,0
1276,kkjy****,아쉬운건 있지만 그럼에도 잘만든 영화,10,1,0,2018-06-08 23:08:00,0
1277,Na1st(dltk****),A Dark Knight,10,1,0,2018-05-20 03:17:00,0
1278,pjc8****,더 화려해지고 더 거대해지고 더 웅장해졌지만 전편에 비해 깊이는 떨어지는것 같다... 그냥 단순 블록버스터 영화로 전락한 느낌...,8,1,0,2018-05-07 11:18:00,0
1279,최강기아12번째우승(inte****),시리즈의 끝ㅎㅎㅎㅎ 최고,10,1,0,2018-05-03 22:33:00,0
1280,BlueDolphin(rlat****),몇년 만에 다시 봐도 명작. 배트맨의 눈빛이 참 많은 것을 느끼게 해주네요.,10,1,0,2018-05-01 21:28:00,0
1281,BruceNTrudy(trud****),배트맨 시리즈의 걸작은 다크나이트...,10,1,0,2018-04-10 23:45:00,0
1282,샤니(shan****),배우들만 봐도 돈이 아깝지 않다..,10,1,0,2018-04-05 21:18:00,0
1283,오렌지(oran****),재미있었습니다 ㅇㅁㅇ,10,1,0,2018-04-02 09:10:00,0
1284,조짐승(jjsm****),명작의 완벽한 결말이다,10,1,0,2018-03-30 16:11:00,0
1285,정선우(prof****),명장면에 섞인 중간중간의 루즈함 이해안가는 낭면도 있었지만 전체적인 틀이 커버하고 이끌어갔다,10,1,0,2018-03-25 11:47:00,0
1286,알로이포스(meta****),"대사가 너무 많고, 적 보스의 최후는 시시하지만, 포스과 위기 전개 과정은 전작보다 뛰어나고 긴장감도 충분하다.가장 큰 구멍은 맥빠지는 반전의 대상자 미란다라는 인물이다. 이 인물이 작품에서 아예 빠지고, 재생시간을...",8,1,0,2018-03-11 00:49:00,0
